dispnum,styear,endyear,fatality,fatalpre,hostlev,recip,numa,numb,ongo2014,meandur,acountries,bcountries
2,1902,1903,0,0,3,0,1,1,0,193.0,[2],[200]
3,1913,1913,0,0,3,0,1,1,0,177.0,[300],[345]
4,1946,1946,2,-9,4,1,1,1,0,183.0,[339],[200]
7,1951,1952,2,-9,4,1,1,1,0,106.0,[200],[651]
8,1856,1857,6,-9,5,1,1,1,0,242.0,[200],[630]
9,1889,1890,0,0,3,0,1,1,0,13.0,[200],[235]
11,1938,1938,0,0,4,0,1,1,0,2.0,[255],[305]
12,1938,1938,0,0,4,1,1,5,0,204.0,[255],[211 315 200 365 220]
13,1863,1863,-9,-9,4,0,3,1,0,134.0,[220 200   2],[740]
14,1895,1895,0,0,3,0,1,1,0,78.0,[200],[640]
15,1839,1839,0,0,4,1,1,1,0,67.0,[2],[200]
16,1897,1898,0,0,3,0,2,2,0,43.0,[740 200],[365 730]
19,1848,1849,6,-9,5,1,1,3,0,434.0,[300],[332 325 337]
20,1945,1946,0,0,3,0,1,1,0,173.0,[365],[630]
21,1912,1912,0,0,3,0,1,2,0,13.0,[300],[365 345]
22,1940,1940,-9,-9,4,1,1,1,0,9.0,[365],[367]
23,1939,1939,0,0,4,0,1,1,0,217.0,[365],[366]
25,1831,1832,-9,-9,4,1,1,3,0,185.0,[210],[220 211 200]
26,1948,1949,0,0,4,1,1,3,0,492.0,[365],[  2 220 200]
27,1961,1961,0,0,4,1,4,4,0,96.0,[  2 200 260 220],[265 290 365 315]
28,1961,1961,3,-9,4,1,1,1,0,49.0,[616],[220]
30,1908,1909,-9,-9,4,1,1,1,0,177.0,[345],[300]
31,1900,1900,6,-9,5,1,8,1,0,79.0,[200 300 220 740   2 365 255 325],[710]
38,1837,1838,0,0,4,1,1,1,0,8.0,[200],[2]
40,1928,1928,3,-9,4,1,1,1,0,223.0,[740],[710]
41,1929,1929,6,-9,5,1,1,1,0,191.0,[710],[365]
43,1897,1898,0,0,4,1,1,1,0,113.0,[255],[710]
50,1953,1956,2,-9,4,1,3,2,0,1073.0,[732 713   2],[710 365]
51,1950,1953,6,-9,5,1,2,15,0,1130.0,[731 710],[ 20 732 210 840 350 800 640   2 211 220 100 900 200 920 530]
53,1956,1956,0,0,4,1,1,1,0,2.0,[710],[2]
55,1923,1923,0,0,4,0,1,1,0,30.0,[325],[350]
56,1897,1897,-9,-9,4,0,6,2,0,182.0,[365 255 220 300 325 200],[640 350]
57,1853,1856,6,-9,5,1,1,5,0,1035.0,[365],[200 300 325 640 220]
61,1962,1962,0,0,4,1,1,2,0,319.0,[2],[ 40 365]
64,1826,1826,0,0,3,0,1,1,0,185.0,[365],[640]
65,1883,1883,0,0,2,0,1,1,0,1.0,[300],[360]
67,1934,1934,0,0,3,0,3,1,0,7.0,[325 345 315],[255]
68,1900,1900,0,0,3,0,2,1,0,25.0,[  2 220],[42]
69,1914,1916,0,0,4,0,1,1,0,981.0,[2],[42]
71,1850,1850,0,0,4,0,1,1,0,101.0,[200],[350]
77,1898,1898,0,0,3,1,1,1,0,48.0,[200],[220]
78,1847,1848,0,0,3,0,1,1,0,185.0,[300],[327]
86,1907,1908,-9,-9,4,1,2,1,0,365.0,[220 230],[600]
88,1870,1871,6,-9,5,1,4,1,0,235.0,[220],[267 245 271 255]
89,1822,1823,6,-9,5,1,4,1,0,419.0,[300 255 220 365],[230]
91,1887,1887,0,0,2,0,1,1,0,1.0,[365],[640]
92,1964,1964,2,-9,4,1,1,1,0,12.0,[220],[481]
95,1909,1910,0,0,3,0,1,1,0,182.5,[255],[41]
96,1886,1886,0,0,4,0,5,1,0,43.0,[325 300 200 255 365],[350]
100,1914,1915,0,0,4,0,1,1,0,271.0,[2],[41]
104,1880,1880,0,0,3,1,1,1,0,123.0,[365],[710]
106,1895,1895,0,0,3,0,3,1,0,70.0,[365 255 220],[740]
108,1939,1939,-9,-9,4,0,1,1,0,2.0,[325],[339]
109,1904,1904,0,0,3,0,1,1,0,31.5,[300],[325]
111,1934,1936,6,-9,5,1,2,1,0,535.0,[530 200],[325]
112,1860,1860,6,-9,5,1,1,2,0,23.0,[325],[220 327]
113,1860,1861,6,-9,5,1,1,2,0,149.0,[325],[220 329]
114,1911,1911,6,-9,5,1,1,1,0,37.0,[325],[640]
115,1859,1859,6,-9,5,1,2,2,0,165.0,[255 300],[220 325]
119,1885,1885,0,0,3,1,1,1,0,72.0,[200],[365]
121,1853,1853,0,0,3,0,1,1,0,1.0,[2],[300]
122,1961,1962,0,0,4,1,1,8,0,249.0,[645],[200 630 651 690 670 616 663 625]
123,1845,1846,-9,-9,4,1,2,1,0,345.5,[220 200],[160]
125,1958,1958,0,0,3,1,2,3,0,164.0,[  2 200],[651 365 645]
126,1853,1853,0,0,3,0,2,1,0,41.0,[365 300],[640]
127,1921,1921,0,0,4,0,4,1,0,248.0,[325 200 220 211],[255]
128,1905,1905,0,0,4,0,5,1,0,330.0,[325 365 200 220 300],[640]
129,1931,1933,6,-9,5,1,1,1,0,622.0,[740],[710]
131,1899,1900,0,0,3,1,1,2,0,214.5,[365],[730 740]
133,1923,1923,-9,-9,4,1,1,3,0,5.0,[368],[325 200 220]
134,1939,1939,0,0,4,0,1,1,0,4.0,[255],[368]
135,1861,1867,6,-9,5,1,3,1,0,1924.0,[200 220 230],[70]
136,1913,1914,4,-9,4,1,1,1,0,497.0,[2],[70]
137,1831,1831,0,0,3,0,1,1,0,8.0,[200],[235]
139,1934,1935,2,-9,4,1,1,1,0,49.0,[710],[740]
141,1880,1881,0,0,3,1,7,1,0,264.0,[300 325 365 220 350 255 200],[640]
142,1821,1821,0,0,4,1,1,1,0,24.0,[365],[640]
144,1854,1854,0,0,4,1,1,1,0,100.0,[2],[200]
145,1927,1927,-9,-9,4,1,7,1,0,83.0,[220 235 740 200 230 325   2],[710]
146,1827,1828,6,-9,4,1,3,1,0,244.5,[220 200 365],[640]
147,1821,1821,2,-9,4,1,1,1,0,68.0,[300],[329]
148,1959,1960,1,-9,4,1,1,1,0,468.0,[710],[790]
149,1856,1857,0,0,3,1,1,1,0,190.0,[255],[225]
151,1926,1926,0,0,4,0,1,1,0,145.0,[2],[93]
152,1896,1898,0,0,4,1,1,1,0,546.0,[220],[200]
153,1833,1833,0,0,3,0,2,2,0,19.0,[200 220],[365 640]
154,1850,1850,-9,-9,4,1,1,6,0,65.0,[255],[271 273 245 220 300 365]
156,1906,1906,0,0,4,1,1,1,0,87.5,[640],[200]
157,1937,1941,6,-9,5,1,1,1,0,1615.0,[740],[710]
158,1921,1921,-9,-9,4,1,2,1,0,201.0,[ 2 94],[95]
159,1903,1904,0,0,4,1,1,1,0,85.0,[2],[100]
160,1838,1839,3,-9,4,1,1,1,0,354.0,[220],[70]
164,1904,1904,0,0,3,0,3,1,0,29.0,[200 220   2],[600]
165,1911,1912,-9,-9,4,1,1,1,0,333.0,[365],[630]
166,1908,1908,0,0,4,0,1,1,0,63.0,[365],[630]
167,1821,1821,-9,-9,4,1,1,1,0,30.0,[300],[325]
169,1939,1939,-9,-9,4,1,1,1,0,29.0,[365],[290]
172,1962,1962,-9,-9,4,1,1,2,0,347.0,[710],[713   2]
173,1958,1958,-9,-9,4,1,2,2,0,151.0,[710 365],[  2 713]
174,1936,1936,0,0,3,1,1,2,0,1.0,[255],[220 211]
175,1849,1849,6,-9,5,1,3,1,0,134.0,[220 329 300],[327]
177,1922,1923,0,0,4,0,2,1,0,331.0,[211 220],[255]
178,1932,1935,-9,-9,4,1,1,1,0,1072.5,[365],[740]
179,1939,1940,6,-9,5,1,1,1,0,157.0,[365],[375]
180,1903,1905,6,-9,5,1,1,2,0,810.0,[365],[740 730]
182,1935,1936,-9,-9,4,1,2,1,0,449.0,[365 712],[740]
183,1939,1939,6,-9,5,1,2,1,0,129.0,[365 712],[740]
184,1938,1938,6,-9,5,1,1,1,0,34.0,[365],[740]
185,1956,1956,0,0,4,1,1,1,0,5.0,[365],[290]
186,1920,1920,0,0,2,0,1,1,0,23.0,[200],[365]
187,1876,1878,6,-9,5,1,1,1,0,458.0,[365],[640]
189,1827,1829,6,-9,5,1,1,1,0,669.5,[365],[640]
191,1888,1889,0,0,4,1,1,2,0,89.0,[255],[200   2]
194,1863,1864,6,-9,5,1,7,2,0,461.0,[275 240 255 269 267 271 300],[390 200]
196,1893,1893,6,-9,5,1,1,2,0,242.0,[220],[200 800]
197,1917,1920,-9,-9,4,1,9,1,0,863.0,[350 325 200 220  20 360   2 345 740],[365]
198,1848,1848,0,0,3,0,2,1,0,11.0,[220 200],[329]
199,1961,1962,6,-9,5,1,1,1,0,420.0,[750],[710]
200,1955,1956,6,-9,5,1,2,4,0,433.0,[651 365],[220 200   2 666]
202,1883,1885,6,-9,5,1,1,1,0,788.0,[710],[220]
203,1959,1961,-9,-9,4,1,1,1,0,862.0,[750],[710]
207,1858,1858,0,0,4,1,1,1,0,144.0,[200],[2]
208,1953,1953,1,-9,4,1,2,2,0,22.0,[  2 200],[365 315]
210,1936,1939,6,-9,4,1,3,1,0,975.0,[255 325 235],[230]
211,1920,1920,0,0,4,1,1,2,0,106.0,[255],[211 220]
212,1888,1888,0,0,3,1,1,3,0,31.0,[220],[300 325 200]
217,1840,1840,0,0,3,0,1,4,0,104.0,[220],[255 365 200 300]
220,1870,1870,0,0,3,1,3,1,0,73.0,[325 220   2],[710]
224,1865,1865,0,0,3,0,3,1,0,21.0,[220 200 210],[740]
225,1861,1861,0,0,4,1,1,1,0,50.0,[2],[200]
227,1861,1861,2,-9,4,1,1,2,0,193.0,[365],[200 740]
228,1881,1881,0,0,3,1,1,1,0,154.0,[640],[220]
230,1919,1921,-9,-9,4,1,1,1,0,685.0,[325],[640]
231,1849,1849,0,0,4,0,1,1,0,30.0,[300],[337]
235,1940,1940,-9,-9,5,1,1,1,0,4.0,[200],[220]
236,1849,1849,0,0,3,1,3,1,0,39.0,[220 200 640],[365]
237,1899,1900,0,0,4,0,1,1,0,19.0,[200],[255]
238,1913,1913,0,0,3,0,1,1,0,5.0,[200],[90]
241,1923,1923,0,0,4,1,1,1,0,38.0,[365],[200]
242,1904,1904,0,0,4,1,1,1,0,16.0,[365],[200]
246,1960,1961,0,0,4,1,2,1,0,370.0,[365  40],[2]
247,1905,1905,0,0,3,0,1,1,0,16.0,[2],[42]
248,1932,1932,0,0,3,0,2,1,0,14.0,[200   2],[740]
249,1910,1910,0,0,3,0,1,1,0,16.0,[2],[93]
252,1945,1946,0,0,3,1,1,2,0,305.0,[365],[  2 640]
253,1960,1960,0,0,4,1,5,1,0,79.0,[740 640 770 385   2],[365]
254,1902,1903,-9,-9,4,1,3,2,0,212.0,[255 325 200],[  2 101]
256,1873,1873,0,0,4,1,1,2,0,11.0,[230],[200   2]
257,1914,1918,6,-9,5,1,4,11,0,1573.0,[355 640 300 255],[345 200 365 325 235 740   2 350 220 211 360]
258,1939,1945,6,-9,5,1,23,10,0,2335.0,"[220 375 220 350 900 385 710 200 355 712 360 290 325 920   2 560 345 140
 365 211  20 530 210]",[325 375 365 255 310 740 230 360 355 220]
259,1956,1958,-9,-9,4,1,1,1,0,826.0,[200],[678]
260,1914,1915,0,0,4,0,1,1,0,242.0,[740],[710]
261,1865,1866,6,-9,5,1,8,3,0,480.0,[300 269 267 271 240 273 245 275],[255 280 325]
262,1944,1944,0,0,4,0,1,1,0,1.0,[365],[355]
301,1835,1835,0,0,3,1,1,1,0,31.5,[220],[2]
304,1854,1854,0,0,3,1,1,1,0,217.0,[300],[365]
306,1860,1861,0,0,3,0,1,1,0,125.0,[220],[325]
307,1877,1878,0,0,3,1,1,1,0,404.0,[200],[365]
309,1898,1898,0,0,3,0,1,1,0,8.0,[200],[710]
310,1905,1905,0,0,3,0,1,1,0,62.0,[220],[101]
311,1908,1908,0,0,3,0,1,1,0,19.0,[325],[640]
312,1910,1910,0,0,4,1,1,1,0,43.5,[640],[325]
313,1910,1910,0,0,3,0,1,1,0,214.0,[200],[630]
314,1911,1911,0,0,3,0,1,1,0,14.0,[300],[325]
315,1911,1911,0,0,3,1,1,2,0,103.0,[255],[220 200]
316,1912,1912,0,0,4,1,1,1,0,12.0,[325],[220]
317,1912,1913,0,0,3,0,1,2,0,150.0,[365],[640 355]
320,1914,1915,0,0,5,1,1,3,0,272.0,[325],[640 255 300]
321,1916,1917,-9,-9,4,1,1,1,0,333.0,[2],[70]
322,1916,1916,-9,-9,4,0,1,1,0,201.0,[2],[42]
323,1916,1917,2,-9,4,1,2,1,0,387.0,[220 200],[350]
324,1915,1917,-9,-9,5,1,3,1,0,846.0,[255 640 355],[350]
327,1920,1920,0,0,4,0,3,1,0,161.0,[325 200 220],[640]
328,1922,1923,0,0,4,0,3,1,0,312.0,[220 325 200],[640]
336,1937,1937,0,0,4,0,1,1,0,1.0,[325],[365]
337,1938,1940,0,0,4,0,1,2,0,555.0,[740],[200 220]
339,1940,1941,0,0,5,1,1,1,0,615.0,[2],[740]
343,1966,1968,1,-9,4,1,1,1,0,615.0,[710],[365]
345,1967,1967,0,0,3,1,1,2,0,28.0,[365],[666   2]
346,1968,1968,0,0,4,0,5,1,0,204.0,[355 365 265 290 310],[315]
347,1968,1968,0,0,4,1,1,1,0,335.0,[731],[2]
349,1969,1969,3,-9,4,1,1,1,0,287.0,[710],[365]
350,1969,1969,0,0,4,0,1,1,0,93.0,[135],[2]
352,1969,1969,-9,-9,4,1,1,1,0,311.0,[710],[775]
353,1973,1973,0,0,3,1,2,3,0,26.0,[  2 666],[365 652 651]
354,1972,1973,1,-9,4,1,1,1,0,434.0,[395],[200]
355,1974,1974,-9,-9,4,1,1,1,0,6.0,[817],[710]
356,1975,1975,-9,-9,4,1,1,1,0,4.0,[811],[2]
358,1975,1975,1,-9,4,1,1,1,0,1.0,[710],[750]
360,1975,1975,0,0,3,1,1,1,0,45.0,[90],[200]
361,1976,1976,1,-9,4,1,1,1,0,1.0,[520],[220]
362,1976,1976,1,-9,4,1,1,2,0,74.0,[731],[732   2]
363,1976,1976,0,0,4,0,1,1,0,8.0,[160],[200]
364,1974,1974,0,0,4,0,1,1,0,185.0,[710],[365]
365,1976,1976,0,0,4,1,1,1,0,71.5,[365],[740]
366,1821,1822,0,0,3,0,1,1,0,185.0,[220],[230]
367,1828,1828,0,0,4,0,1,1,0,40.0,[220],[640]
368,1832,1833,-9,-9,4,1,2,3,0,249.0,[255 210],[200 211 220]
370,1830,1830,0,0,3,1,1,1,0,19.5,[255],[220]
371,1842,1842,0,0,2,0,2,1,0,57.0,[200 220],[160]
373,1846,1846,0,0,3,0,1,1,0,144.0,[200],[2]
374,1848,1848,-9,-9,4,1,3,1,0,140.0,[327 220 329],[300]
375,1848,1849,6,-9,5,1,4,4,0,466.0,[240 255 269 245],[365 200 380 390]
377,1852,1852,0,0,3,0,1,1,0,62.0,[220],[640]
378,1898,1898,0,0,2,0,1,1,0,1.0,[365],[710]
379,1898,1898,0,0,4,0,1,1,0,18.0,[220],[710]
380,1856,1856,0,0,4,1,1,1,0,22.0,[200],[2]
381,1864,1864,0,0,3,0,1,1,0,9.0,[255],[269]
391,1898,1898,0,0,4,0,4,1,0,30.0,[365 200 325 220],[640]
394,1914,1915,-9,-9,4,0,1,1,0,182.0,[325],[339]
395,1916,1916,-9,-9,5,1,1,1,0,25.0,[255],[235]
396,1916,1916,0,0,5,0,1,1,0,14.0,[360],[255]
397,1914,1915,-9,-9,5,1,1,3,0,424.0,[355],[200 365 345]
398,1915,1915,-9,-9,4,1,1,1,0,162.0,[2],[255]
399,1916,1917,-9,-9,5,1,1,1,0,191.0,[255],[2]
400,1917,1918,0,0,4,1,1,1,0,586.0,[255],[140]
407,1931,1931,0,0,3,0,1,1,0,15.5,[530],[325]
409,1937,1937,1,-9,4,1,1,1,0,104.0,[740],[365]
410,1938,1938,0,0,3,0,1,1,0,70.0,[365],[290]
414,1941,1941,3,-9,5,1,1,1,0,246.0,[2],[255]
418,1940,1940,-9,-9,5,0,1,1,0,158.0,[325],[350]
420,1941,1941,-9,-9,4,1,1,2,0,24.0,[200],[645 255]
421,1941,1941,0,0,4,0,1,1,0,66.0,[255],[235]
501,1831,1831,0,0,2,0,1,1,0,1.0,[200],[220]
502,1864,1864,0,0,3,0,1,2,0,161.0,[255],[240 269]
503,1939,1939,0,0,4,0,1,1,0,26.0,[365],[367]
504,1940,1940,0,0,4,0,1,1,0,122.0,[365],[368]
505,1940,1940,0,0,4,0,1,1,0,8.0,[365],[366]
506,1881,1881,0,0,3,0,1,1,0,36.0,[710],[220]
507,1882,1882,0,0,3,1,1,1,0,54.0,[220],[710]
508,1866,1866,0,0,2,0,1,1,0,1.0,[220],[325]
509,1866,1866,0,0,2,0,1,1,0,3.0,[255],[220]
510,1920,1922,0,0,4,0,1,1,0,937.0,[740],[365]
511,1899,1899,0,0,3,1,1,1,0,51.5,[325],[710]
518,1941,1941,-9,-9,5,1,1,3,0,273.0,[355],[  2 365 200]
521,1917,1918,0,0,4,0,1,2,0,478.0,[800],[300 255]
522,1918,1918,0,0,4,0,1,2,0,188.0,[93],[255 300]
523,1941,1942,-9,-9,4,1,2,1,0,167.0,[365 200],[630]
602,1972,1972,0,0,4,0,1,1,0,11.0,[130],[2]
603,1946,1946,0,0,3,1,1,2,0,2.0,[200],[365 630]
604,1949,1949,-9,-9,4,1,1,1,0,56.0,[200],[678]
605,1956,1956,-9,-9,4,1,1,1,0,136.0,[710],[775]
606,1956,1956,6,-9,5,1,1,1,0,26.0,[365],[310]
607,1957,1957,2,-9,4,1,3,4,0,221.0,[365 651 652],[  2 640 663 645]
608,1958,1959,0,0,4,1,1,3,0,229.0,[365],[220   2 200]
610,1962,1965,-9,-9,4,1,1,1,0,983.0,[678],[200]
611,1964,1975,6,-9,5,1,8,3,0,4085.0,[800 732 840 900 920   2 817 811],[710 365 816]
612,1921,1921,0,0,3,1,1,1,0,79.0,[365],[640]
613,1940,1941,6,-9,5,1,1,1,0,178.0,[800],[220]
614,1944,1944,0,0,4,0,1,1,0,1.0,[640],[255]
616,1935,1935,-9,-9,4,1,1,1,0,28.0,[740],[710]
617,1942,1942,0,0,3,0,1,1,0,1.0,[200],[651]
619,1975,1976,0,0,4,1,1,1,0,200.0,[395],[200]
620,1939,1939,0,0,2,0,1,2,0,12.0,[325],[200 220]
621,1943,1945,0,0,4,0,1,3,0,965.0,[645],[740 255 325]
622,1943,1943,0,0,4,0,1,2,0,1.0,[670],[255 740]
623,1964,1966,3,-9,4,1,1,1,0,966.0,[750],[710]
624,1963,1963,0,0,3,1,1,1,0,15.5,[220],[140]
625,1922,1922,0,0,2,0,2,1,0,1.0,[220 200],[350]
632,1917,1918,0,0,4,0,1,1,0,587.0,[40],[255]
633,1949,1950,1,-9,4,1,2,1,0,311.0,[  2 713],[710]
634,1949,1950,0,0,4,0,1,1,0,116.0,[710],[2]
1002,1963,1963,0,0,4,1,1,4,0,39.0,[41],[ 42 200   2  20]
1006,1950,1956,3,-9,4,1,1,2,0,2382.0,[666],[200 663]
1013,1957,1957,0,0,4,0,1,1,0,300.0,[670],[666]
1017,1965,1965,0,0,4,0,1,1,0,1.0,[666],[660]
1018,1962,1962,1,-9,4,1,1,1,0,21.0,[663],[666]
1019,1963,1965,1,-9,4,1,1,1,0,743.0,[663],[666]
1021,1960,1962,2,-9,4,1,1,1,0,853.0,[850],[210]
1023,1951,1951,0,0,4,0,1,1,0,121.0,[850],[210]
1024,1957,1959,0,0,4,1,1,1,0,478.0,[850],[210]
1025,1927,1927,0,0,3,1,1,1,0,31.5,[145],[150]
1026,1928,1929,2,-9,4,1,1,1,0,265.0,[150],[145]
1027,1931,1935,6,-9,5,1,1,1,0,1585.0,[150],[145]
1028,1936,1936,1,-9,4,1,1,1,0,7.0,[145],[150]
1029,1938,1938,0,0,3,1,1,1,0,36.5,[145],[150]
1035,1966,1967,6,-9,5,1,6,1,0,177.0,[663 670 690 652 645 651],[666]
1039,1970,1970,3,-9,4,1,3,4,0,108.0,[365 652 645],[200 663   2 666]
1042,1948,1948,-9,-9,4,1,1,1,0,15.5,[651],[663]
1043,1973,1973,0,0,4,0,1,1,0,1.0,[666],[620]
1046,1971,1973,6,-9,5,1,5,1,0,738.0,[663 645 670 652 651],[666]
1051,1968,1968,-9,-9,4,1,1,1,0,35.0,[666],[660]
1058,1943,1943,0,0,4,0,1,1,0,15.5,[800],[325]
1061,1974,1975,-9,-9,4,1,1,2,0,603.0,[666],[651 660]
1062,1953,1953,0,0,3,1,1,1,0,115.0,[345],[325]
1063,1908,1908,0,0,4,1,1,1,0,130.0,[210],[101]
1066,1941,1941,0,0,4,0,1,1,0,1.0,[900],[235]
1067,1967,1970,3,-9,4,1,1,1,0,1120.0,[666],[663]
1068,1970,1970,0,0,4,0,1,1,0,61.0,[666],[615]
1069,1968,1968,0,0,4,0,1,1,0,41.0,[615],[666]
1070,1963,1965,4,-9,4,1,1,3,0,1008.0,[850],[820 900 200]
1072,1968,1968,-9,-9,3,1,1,1,0,254.0,[820],[840]
1073,1954,1955,0,0,3,1,1,1,0,306.0,[235],[750]
1074,1961,1961,2,-9,4,1,1,1,0,125.0,[750],[235]
1077,1947,1947,0,0,3,1,1,1,0,50.0,[750],[770]
1079,1951,1951,1,-9,4,1,1,1,0,155.0,[750],[770]
1081,1971,1971,-9,-9,4,1,1,1,0,25.0,[652],[663]
1083,1962,1962,3,-9,4,1,1,1,0,110.0,[600],[615]
1084,1963,1963,3,-9,4,1,1,1,0,36.0,[600],[615]
1086,1909,1910,6,-9,5,1,1,1,0,319.0,[230],[600]
1087,1911,1911,-9,-9,4,1,1,1,0,222.0,[230],[600]
1091,1958,1958,0,0,4,1,1,1,0,25.0,[651],[625]
1093,1900,1902,-9,-9,4,1,1,1,0,691.0,[160],[155]
1094,1907,1907,0,0,4,0,1,1,0,15.5,[160],[165]
1095,1912,1912,0,0,4,1,1,1,0,34.0,[150],[160]
1097,1952,1952,0,0,4,0,1,1,0,62.5,[160],[155]
1098,1955,1955,0,0,4,0,1,1,0,43.5,[160],[155]
1099,1958,1958,0,0,4,1,1,1,0,126.5,[155],[160]
1100,1959,1959,0,0,3,0,1,1,0,45.0,[155],[160]
1101,1960,1960,0,0,3,0,1,1,0,1.0,[160],[155]
1102,1963,1963,0,0,3,0,1,1,0,1.0,[160],[155]
1104,1972,1972,-9,-9,4,1,1,1,0,20.0,[680],[698]
1105,1973,1973,-9,-9,4,0,1,1,0,1.0,[680],[698]
1106,1975,1976,-9,-9,4,1,1,1,0,117.5,[680],[698]
1107,1971,1972,-9,-9,4,1,1,1,0,370.0,[678],[680]
1108,1962,1963,-9,-9,4,1,3,2,0,448.0,[670 663   2],[678 651]
1109,1966,1967,-9,-9,4,0,2,1,0,379.0,[651 678],[670]
1110,1969,1969,1,-9,4,1,1,1,0,17.0,[680],[670]
1112,1949,1950,0,0,3,0,1,1,0,114.0,[42],[41]
1114,1959,1959,0,0,3,1,2,1,0,32.0,[ 40 101],[42]
1115,1967,1967,1,-9,4,1,1,1,0,1.0,[40],[101]
1117,1957,1958,0,0,4,1,1,1,0,94.0,[600],[230]
1118,1972,1972,-9,-9,4,1,1,1,0,182.0,[600],[230]
1119,1973,1974,-9,-9,4,1,1,1,0,367.0,[600],[230]
1120,1901,1901,0,0,3,1,1,1,0,123.5,[41],[42]
1123,1962,1962,1,-9,4,1,1,1,0,42.0,[645],[640]
1124,1958,1959,1,-9,4,1,1,2,0,32.0,[90],[70  2]
1127,1931,1931,-9,-9,4,1,1,1,0,16.0,[670],[678]
1128,1931,1932,-9,-9,4,1,1,1,0,94.0,[678],[670]
1129,1933,1934,6,-9,5,1,1,4,0,221.0,[670],[200 678 220 325]
1131,1914,1917,-9,-9,4,1,1,1,0,857.0,[640],[630]
1132,1918,1918,0,0,4,0,1,1,0,1.0,[630],[365]
1133,1920,1921,-9,-9,4,1,1,2,0,293.0,[365],[630 200]
1135,1971,1972,1,-9,4,1,1,1,0,187.0,[630],[645]
1136,1969,1969,0,0,4,1,1,1,0,69.0,[645],[630]
1138,1959,1960,1,-9,4,1,1,1,0,122.0,[630],[645]
1139,1932,1933,3,-9,4,1,1,1,0,267.0,[135],[100]
1141,1934,1934,0,0,3,1,1,1,0,94.5,[135],[100]
1142,1917,1917,0,0,4,1,1,1,0,25.0,[710],[365]
1145,1901,1905,2,-9,4,1,1,1,0,1141.0,[135],[130]
1147,1910,1910,0,0,4,1,1,1,0,305.5,[135],[130]
1148,1912,1913,0,0,4,0,1,1,0,329.0,[135],[130]
1151,1932,1932,1,-9,4,1,1,1,0,36.0,[130],[135]
1152,1934,1936,0,0,4,1,1,1,0,671.0,[135],[130]
1153,1938,1938,1,-9,4,1,1,1,0,43.0,[135],[130]
1154,1939,1942,5,-9,4,1,1,1,0,987.0,[135],[130]
1155,1951,1951,1,-9,4,1,1,1,0,5.0,[135],[130]
1156,1954,1954,0,0,4,1,1,1,0,266.0,[135],[130]
1157,1955,1955,0,0,3,1,1,1,0,43.0,[135],[130]
1158,1971,1971,0,0,4,0,1,1,0,6.0,[130],[2]
1160,1907,1907,0,0,4,1,1,1,0,16.0,[135],[100]
1161,1911,1911,1,-9,4,1,1,1,0,183.0,[100],[135]
1163,1902,1904,2,-9,4,1,1,1,0,631.0,[135],[140]
1166,1966,1967,0,0,4,0,1,1,0,183.0,[101],[110]
1168,1922,1922,3,-9,4,1,1,1,0,187.5,[91],[93]
1169,1927,1928,1,-9,4,1,1,1,0,122.0,[91],[90]
1170,1929,1929,1,-9,4,1,2,1,0,116.0,[93  2],[91]
1171,1935,1935,1,-9,4,1,1,1,0,19.5,[90],[92]
1172,1969,1969,0,0,4,0,1,1,0,182.0,[160],[165]
1173,1957,1957,0,0,4,1,1,1,0,66.0,[93],[91]
1174,1900,1901,-9,-9,4,1,1,1,0,426.0,[100],[101]
1175,1917,1917,0,0,4,1,1,1,0,316.0,[90],[91]
1178,1902,1903,0,0,4,1,1,1,0,301.5,[140],[145]
1179,1906,1906,0,0,3,0,1,1,0,16.0,[145],[150]
1180,1910,1911,1,-9,4,1,1,1,0,132.0,[145],[135]
1181,1911,1911,0,0,3,1,1,1,0,158.0,[135],[155]
1182,1918,1918,0,0,3,0,1,1,0,31.5,[145],[150]
1184,1920,1920,-9,-9,4,1,1,2,0,39.0,[155],[145 135]
1189,1975,1976,0,0,3,0,1,1,0,244.5,[140],[110]
1190,1976,1976,0,0,4,1,1,1,0,31.0,[91],[92]
1191,1976,1976,-9,-9,4,1,1,1,0,1.0,[155],[135]
1193,1954,1955,0,0,4,1,1,2,0,315.5,[93],[94  2]
1195,1918,1918,0,0,4,1,1,1,0,60.0,[93],[91]
1196,1913,1914,0,0,3,1,1,1,0,24.0,[93],[100]
1197,1943,1943,-9,-9,4,1,1,1,0,8.0,[710],[712]
1200,1973,1973,0,0,4,0,1,1,0,1.0,[770],[645]
1202,1907,1907,6,-9,5,1,2,2,0,313.0,[91 90 92],[93]
1203,1909,1909,0,0,4,1,4,1,0,143.0,[70  2 92 91],[93]
1205,1906,1906,6,-9,5,1,1,3,0,127.0,[90],[92 91 93]
1206,1969,1969,6,-9,5,1,1,1,0,25.0,[92],[91]
1207,1912,1912,0,0,4,1,1,1,0,91.0,[41],[42]
1208,1959,1959,1,-9,4,1,1,1,0,3.0,[150],[160]
1209,1962,1962,1,-9,4,1,1,1,0,1.0,[150],[160]
1213,1964,1965,-9,-9,4,1,2,1,0,406.0,[  2 817],[811]
1214,1956,1956,0,0,4,0,1,1,0,15.0,[817],[811]
1215,1958,1958,-9,-9,4,1,1,1,0,33.0,[817],[811]
1216,1965,1966,0,0,4,1,2,3,0,220.0,[710 811],[800 817   2]
1217,1967,1967,-9,-9,4,1,3,1,0,20.0,[732 817   2],[811]
